report_date,region,class,commodity,variety,organic,unit,environment,price_min,price_max,current_ad_count,current_wtd_avg_price
02/04/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,0.99,0.99,5,0.99
02/04/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,2.28,2.28,6,2.28
02/11/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.88,3.99,33,2.29
02/11/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,1.29,1.29,5,1.29
02/11/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),Yes,per lb,N/A,1.99,1.99,12,1.99
02/11/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.88,2.49,413,1.11
02/11/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,Yes,per lb,N/A,3.99,5.98,26,4.22
02/11/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,N/A,3.99,4.99,71,4.09
02/11/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,3.34,3.34,146,3.34
02/11/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.5,1.5,28,1.5
02/11/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,2.5,2.5,19,2.5
02/11/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,1.99,1.99,121,1.99
02/18/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.88,1.49,43,1.12
02/18/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,1.39,2.99,122,2.15
02/18/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.98,1.48,36,1.22
02/18/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.28,1.28,6,1.28
02/18/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.5,3.98,8,2.43
02/18/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,1.99,3.34,151,3.3
02/18/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,Yes,per lb,Greenhouse,3.99,4.49,218,4.46
02/18/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),Yes,per lb,N/A,1.99,1.99,12,1.99
02/18/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.99,0.99,20,0.99
02/25/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.98,2.49,448,1.48
02/25/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.99,1.99,20,1.99
02/25/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,Yes,per lb,Greenhouse,3.99,3.99,12,3.99
02/25/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.88,2.99,56,1.64
02/25/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,1.69,1.69,9,1.69
02/25/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,2,2.49,30,2.33
02/25/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,10 oz package,N/A,2,2,18,2
02/25/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,3.98,3.98,3,3.98
02/25/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,1.89,1.89,40,1.89
03/04/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,2.98,3.49,67,3.47
03/04/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.5,2,23,1.61
03/04/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,1.5,3,53,1.98
03/04/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.99,1.49,268,1.44
03/04/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),Yes,per lb,N/A,1.99,1.99,146,1.99
03/04/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,Yes,per lb,N/A,2.98,3.99,30,3.35
03/04/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,1.48,2.49,112,2.13
03/04/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.28,1.28,6,1.28
03/04/2022,Northwest,Vegetables,Tomatoes,Cherry Type,Yes,1 pint package,N/A,3,3,17,3
03/04/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.98,0.99,28,0.98
03/04/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,2.29,2.29,20,2.29
03/04/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.98,0.98,8,0.98
03/11/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,Yes,per lb,N/A,3.99,3.99,11,3.99
03/11/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.99,2.79,259,2.5
03/11/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.98,1.49,64,1.27
03/11/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,1.98,1.98,6,1.98
03/11/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,10 oz package,N/A,3.49,3.49,146,3.49
03/11/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.5,2,23,1.61
03/11/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.88,2.49,67,1.6
03/18/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.98,0.99,21,0.99
03/18/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,1.39,2.69,167,2.05
03/18/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,1.99,2.99,44,2.44
03/18/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,1.29,2.49,484,2.01
03/18/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,0.99,2,45,1.6
03/18/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,3.98,3.98,3,3.98
03/18/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.29,1.99,246,1.88
03/18/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,1.48,1.49,28,1.49
03/25/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.28,1.28,6,1.28
03/25/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,1.49,1.98,53,1.65
03/25/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,3.34,3.34,146,3.34
03/25/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.88,0.99,36,0.93
03/25/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.99,1.79,105,1.35
03/25/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,1.78,2.99,30,2.22
03/25/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.99,2.49,266,1.54
03/25/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),Yes,per lb,N/A,1.98,1.98,17,1.98
04/01/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.98,0.98,11,0.98
04/01/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.98,1.49,37,1.26
04/01/2022,Northwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,19,2.59
04/01/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.79,2.49,435,1.86
04/01/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.99,2.79,56,1.89
04/01/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,1.88,3.34,212,2.94
04/01/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,2.5,3.98,209,2.52
04/08/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,2,2,19,2
04/08/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,0.99,2,59,1.6
04/08/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.97,2.49,54,1.54
04/08/2022,Northwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,19,2.59
04/08/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,2.49,2.49,20,2.49
04/08/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.87,2.49,474,1.29
04/08/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,1.49,1.59,40,1.55
04/15/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,0.99,1.5,23,1.39
04/15/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,1.98,3.98,9,2.65
04/15/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.99,0.99,5,0.99
04/15/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.99,1.99,262,1.89
04/15/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,1.99,2.99,70,2.42
04/15/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,1.99,1.99,206,1.99
04/15/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,3.5,3.5,11,3.5
04/15/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,2.79,2.79,28,2.79
04/15/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,1.99,1.99,2,1.99
04/15/2022,Northwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,19,2.59
04/22/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,2.5,2.5,5,2.5
04/22/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,10 oz package,N/A,2.49,3,138,2.94
04/22/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.25,1.25,18,1.25
04/22/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.98,2.49,42,1.99
04/22/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.99,1.49,44,1.07
04/22/2022,Northwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,19,2.59
04/22/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,2.99,2.99,11,2.99
04/22/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.87,1.99,283,1.25
04/22/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,3.99,3.99,64,3.99
04/22/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,Yes,per lb,N/A,2.99,2.99,21,2.99
04/29/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,2.98,2.98,3,2.98
04/29/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,2.49,2.49,23,2.49
04/29/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,2.5,2.5,19,2.5
04/29/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.98,1.28,36,1.05
04/29/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,4.99,4.99,12,4.99
04/29/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.99,0.99,5,0.99
04/29/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.98,1.99,237,1.92
04/29/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.69,2.49,568,1.09
05/06/2022,Northwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,19,2.59
05/06/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.5,2,28,1.68
05/06/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,2.5,3.98,20,2.72
05/06/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.99,1.89,234,1.59
05/06/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.88,1.99,304,1.47
05/06/2022,Northwest,Vegetables,Tomatoes,Cherry Type,Yes,1 pint package,N/A,3.98,3.98,3,3.98
05/06/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,1.99,1.99,20,1.99
05/06/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,2.98,2.98,3,2.98
05/13/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.98,1.99,404,1.48
05/13/2022,Northwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,19,2.59
05/13/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.98,0.98,18,0.98
05/13/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.28,1.78,36,1.42
05/13/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.88,0.88,8,0.88
05/13/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,1.99,4.98,149,2.05
05/13/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,2,2,5,2
05/13/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,2.5,2.5,5,2.5
05/13/2022,Northwest,Vegetables,Tomatoes,Cherry Type,No,1 pint package,N/A,2.5,2.5,5,2.5
05/13/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,2.49,2.49,28,2.49
05/13/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,Yes,per lb,Greenhouse,4.99,4.99,12,4.99
05/13/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,1.78,2.99,38,2.39
05/20/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),Yes,per lb,N/A,2.29,2.29,206,2.29
05/20/2022,Northwest,Vegetables,Tomatoes,Cherry Type,Yes,1 pint package,N/A,2.48,2.48,19,2.48
05/20/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,2.79,2.79,28,2.79
05/20/2022,Northwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,19,2.59
05/20/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.98,1.49,36,1.29
05/20/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,2.48,2.48,19,2.48
05/20/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.5,1.5,18,1.5
05/20/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.88,2.99,232,1.73
05/20/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,1.98,2.99,25,2.75
05/20/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,3.98,3.98,11,3.98
05/20/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,Yes,per lb,Greenhouse,4.99,4.99,12,4.99
05/27/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,Yes,per lb,Greenhouse,4.99,4.99,12,4.99
05/27/2022,Northwest,Vegetables,Tomatoes,Cherry Type,Yes,1 pint package,N/A,3.98,3.98,3,3.98
05/27/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,3.99,3.99,17,3.99
05/27/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.99,1.99,15,1.99
05/27/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,1.28,1.28,17,1.28
05/27/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.68,2.99,354,1.55
05/27/2022,Northwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,19,2.59
05/27/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,1.28,1.28,8,1.28
05/27/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.5,2.49,58,2.04
05/27/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,2.48,3.98,29,2.64
05/27/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,2.49,2.49,28,2.49
06/03/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,Yes,per lb,Greenhouse,3.99,4.99,229,4.09
06/03/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.48,1.99,21,1.84
06/03/2022,Northwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,19,2.59
06/03/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Field Grown,0.99,0.99,41,0.99
06/03/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.88,1.89,167,1.67
06/03/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,2.99,2.99,32,2.99
06/03/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,1.99,1.99,40,1.99
06/03/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.25,1.25,10,1.25
06/03/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,3,3,17,3
06/03/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,1.48,2.49,262,1.6
06/03/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),Yes,per lb,N/A,1.99,1.99,7,1.99
06/03/2022,Northwest,Vegetables,Tomatoes,Cherry Type,Yes,1 pint package,N/A,3,3,17,3
06/03/2022,Northwest,Vegetables,Tomatoes,Cherry Type,No,1 pint package,N/A,2.98,2.98,3,2.98
06/10/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,Yes,per lb,Greenhouse,4.99,4.99,23,4.99
06/10/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,3.98,3.98,3,3.98
06/10/2022,Northwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,19,2.59
06/10/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.88,1.99,93,1.51
06/10/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,2.99,2.99,217,2.99
06/10/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.39,1.99,161,1.94
06/10/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),Yes,per lb,N/A,1.99,1.99,7,1.99
06/10/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.99,1.99,96,1.18
06/10/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,2,3.98,8,2.74
06/10/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,1.98,2.99,39,2.5
06/17/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.5,2,23,1.61
06/17/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,2.69,2.69,1,2.69
06/17/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.98,1.98,94,1.43
06/17/2022,Northwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,Yes,per lb,Greenhouse,4.99,4.99,11,4.99
06/17/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,1.99,1.99,1,1.99
06/17/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,0.99,0.99,17,0.99
06/17/2022,Northwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,1.49,2.49,28,2.31
06/17/2022,Northwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,3.49,3.49,19,3.49
06/17/2022,Northwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,1.49,1.99,30,1.82
06/17/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,1.28,2.49,51,2.15
06/24/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,1.99,1.99,15,1.99
06/24/2022,Northwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,19,2.59
06/24/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,10 oz package,N/A,1.99,1.99,64,1.99
06/24/2022,Northwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.89,2.49,404,1.84
06/24/2022,Northwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,1,1.58,225,1.14
06/24/2022,Northwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,2.99,2.99,20,2.99
