report_date,region,class,commodity,variety,organic,unit,environment,price_min,price_max,current_ad_count,current_wtd_avg_price
02/11/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.5,2.78,255,2.1
02/11/2022,Midwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.99,1.99,84,1.53
02/11/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.99,2.59,58,2.18
02/11/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.99,2.49,48,2.15
02/18/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.79,1.99,127,1.61
02/18/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.49,1.99,293,1.95
02/18/2022,Midwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.49,1.99,385,1.12
02/18/2022,Midwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.78,2.77,489,2.02
02/18/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.99,2.99,500,1.91
02/18/2022,Midwest,Vegetables,Tomatoes,Cherry Type,Yes,1 pint package,N/A,3.99,3.99,8,3.99
02/18/2022,Midwest,Vegetables,Tomatoes,Cherry Type,No,1 pint package,N/A,1.5,1.5,12,1.5
02/18/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,1.5,3,274,1.91
02/18/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,0.99,2.99,557,2.32
02/18/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,10 oz package,N/A,2,2,19,2
02/18/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,0.97,2.5,45,1.56
02/25/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.49,3,238,2.28
02/25/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.88,2.98,873,1.94
02/25/2022,Midwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,1.59,2.49,42,2.23
02/25/2022,Midwest,Vegetables,Tomatoes,Cherry Type,Yes,1 pint package,N/A,2,2,8,2
02/25/2022,Midwest,Vegetables,Tomatoes,Cherry Type,No,1 pint package,N/A,0.99,1.5,19,1.31
02/25/2022,Midwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.99,2.19,155,1.6
02/25/2022,Midwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.49,1.99,1193,0.88
02/25/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,1.5,3,75,2.16
02/25/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,0.99,2.19,47,1.52
02/25/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.68,2.99,251,1.98
02/25/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,1.5,2.99,59,2.27
03/04/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.79,2.49,1131,1.61
03/04/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,0.99,1.99,49,1.75
03/04/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.79,1.99,81,1.74
03/04/2022,Midwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.49,1.99,475,1.14
03/04/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,2.99,3.99,43,3.5
03/04/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.5,2.99,363,2.51
03/04/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,10 oz package,N/A,2.5,2.5,36,2.5
03/04/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,0.99,3.49,60,2.74
03/04/2022,Midwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.89,1.99,246,1.73
03/04/2022,Midwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,Yes,per lb,N/A,2.99,2.99,12,2.99
03/11/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.19,2.19,289,1.98
03/11/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.68,1.99,124,1.67
03/11/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.19,2.99,393,2.47
03/11/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,1.89,2.5,119,2.09
03/11/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,1.5,3,140,2.84
03/11/2022,Midwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.59,1.49,345,1.14
03/11/2022,Midwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.69,1.99,25,1.29
03/11/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,1.99,2.49,171,2.42
03/11/2022,Midwest,Vegetables,Tomatoes,Cherry Type,Yes,1 pint package,N/A,1.5,1.5,12,1.5
03/11/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.89,2.99,609,2.01
03/18/2022,Midwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,4.99,4.99,11,4.99
03/18/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.69,2.59,303,1.89
03/18/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.29,1.99,79,1.7
03/18/2022,Midwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.69,1.99,87,1.47
03/18/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.88,2.98,1088,2
03/18/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,1.99,1.99,69,1.99
03/18/2022,Midwest,Vegetables,Tomatoes,Cherry Type,No,1 pint package,N/A,3,3,18,3
03/18/2022,Midwest,Vegetables,Tomatoes,Cherry Type,Yes,1 pint package,N/A,1.25,1.25,7,1.25
03/18/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,1.49,2.5,52,2.19
03/18/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,10 oz package,N/A,2.5,3,351,2.76
03/18/2022,Midwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.68,1.99,882,1.01
03/18/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.25,2,257,1.33
03/18/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,1.25,3.99,510,2.46
03/25/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.88,2.49,147,2
03/25/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,0.99,2.89,936,2.59
03/25/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,1.25,3.99,92,2.78
03/25/2022,Midwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.68,1.49,319,1.04
03/25/2022,Midwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,1.79,1.79,27,1.79
03/25/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.69,2.19,274,2.14
03/25/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.99,2.99,197,2.02
03/25/2022,Midwest,Vegetables,Tomatoes,Cherry Type,No,1 pint package,N/A,1.25,1.25,12,1.25
03/25/2022,Midwest,Vegetables,Tomatoes,Cherry Type,Yes,1 pint package,N/A,1.25,2,25,1.79
03/25/2022,Midwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.79,1.99,179,1.68
03/25/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,0.99,3.99,217,1.2
03/25/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.69,2.48,378,1.9
04/01/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,1.49,3.99,46,3.23
04/01/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,0.99,3.5,369,2.8
04/01/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,1.5,2.5,106,2.39
04/01/2022,Midwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.69,1.99,466,0.9
04/01/2022,Midwest,Vegetables,Tomatoes,Cherry Type,Yes,1 pint package,N/A,1.49,2,16,1.81
04/01/2022,Midwest,Vegetables,Tomatoes,Cherry Type,No,1 pint package,N/A,0.89,3.5,87,3.29
04/01/2022,Midwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,1.49,2.48,185,1.8
04/01/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.69,1.99,848,1.71
04/01/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,2.99,2.99,43,2.99
04/01/2022,Midwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,11,2.59
04/01/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,1.29,2.48,158,1.57
04/01/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.69,1.99,51,1.85
04/01/2022,Midwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,2.99,2.99,24,2.99
04/08/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,1.5,2.89,867,2.78
04/08/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,10 oz package,N/A,0.88,2.99,29,1.61
04/08/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,0.99,2.49,122,1.75
04/08/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,1.5,3.99,66,2.62
04/08/2022,Midwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.49,1.99,52,1.21
04/08/2022,Midwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,11,2.59
04/08/2022,Midwest,Vegetables,Tomatoes,Cherry Type,No,1 pint package,N/A,0.89,2,46,1.24
04/08/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.88,2.68,924,1.84
04/08/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,0.99,2.99,247,1.48
04/08/2022,Midwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,1.59,4.99,106,2.24
04/08/2022,Midwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.56,1.59,574,1.11
04/08/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.99,2.99,185,2.23
04/08/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.29,1.99,34,1.64
04/15/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.49,2.19,252,2.16
04/15/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.25,3,215,1.97
04/15/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,1.79,3.99,179,3.68
04/15/2022,Midwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.59,1.59,299,0.76
04/15/2022,Midwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,1.99,3.99,170,2.3
04/15/2022,Midwest,Vegetables,Tomatoes,Cherry Type,No,1 pint package,N/A,0.89,0.89,7,0.89
04/15/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,2.29,2.99,122,2.64
04/15/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,1.19,2.49,439,1.9
04/15/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,1.79,1.99,70,1.96
04/15/2022,Midwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,11,2.59
04/15/2022,Midwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.99,1.59,100,1.14
04/15/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,0.99,3.49,118,2.83
04/22/2022,Midwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,1.5,2.99,368,2.62
04/22/2022,Midwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.59,1.79,320,1.15
04/22/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,1.99,2.99,47,2.65
04/22/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,1.5,3.99,257,2.41
04/22/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,10 oz package,N/A,2.49,3.28,398,2.55
04/22/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,2.5,2.5,27,2.5
04/22/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,2.29,2.29,10,2.29
04/22/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.99,2.49,395,1.43
04/22/2022,Midwest,Vegetables,Tomatoes,Cherry Type,No,1 pint package,N/A,0.89,3.99,120,2.85
04/22/2022,Midwest,Vegetables,Tomatoes,Cherry Type,Yes,1 pint package,N/A,1.99,1.99,6,1.99
04/22/2022,Midwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.69,1.99,68,1.5
04/22/2022,Midwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,11,2.59
04/22/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.79,1.69,180,1.12
04/22/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,0.99,1.99,287,1.7
04/29/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,3,3,151,3
04/29/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,10 oz package,N/A,2,2,19,2
04/29/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,0.69,2.5,254,2.25
04/29/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,1.25,3.99,282,3.49
04/29/2022,Midwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.69,1.69,2044,1.11
04/29/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.68,2.99,836,1.79
04/29/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,0.99,2.99,42,2.47
04/29/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.68,1.99,109,1.59
04/29/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.59,1.99,70,1.79
04/29/2022,Midwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.79,2.29,121,1.57
04/29/2022,Midwest,Vegetables,Tomatoes,Cherry Type,No,1 pint package,N/A,2.5,2.5,15,2.5
04/29/2022,Midwest,Vegetables,Tomatoes,Cherry Type,Yes,1 pint package,N/A,1.49,1.49,6,1.49
05/06/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.59,0.99,57,0.8
05/06/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,0.99,3.09,283,2.79
05/06/2022,Midwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,1.99,4.99,163,2.19
05/06/2022,Midwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.68,2.48,342,2.1
05/06/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,1.99,1.99,282,1.99
05/06/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.69,1.99,1344,1.32
05/06/2022,Midwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.59,2.59,11,2.59
05/06/2022,Midwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.99,1.99,807,1.28
05/06/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,2.5,2.99,48,2.89
05/06/2022,Midwest,Vegetables,Tomatoes,Cherry Type,No,1 pint package,N/A,2.5,2.5,15,2.5
05/06/2022,Midwest,Vegetables,Tomatoes,Cherry Type,Yes,1 pint package,N/A,0.99,1.99,25,1.75
05/06/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,1.69,1.99,10,1.9
05/06/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,10 oz package,N/A,2.5,2.99,87,2.89
05/06/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,0.69,2.5,309,1.85
05/13/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,1.99,3.29,81,2.94
05/13/2022,Midwest,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,1.69,1.69,14,1.69
05/13/2022,Midwest,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.99,1.99,490,1.26
05/13/2022,Midwest,Vegetables,Tomatoes,Cherry Type,No,1 pint package,N/A,1.99,2.5,51,2.24
05/13/2022,Midwest,Vegetables,Tomatoes,Cherry Type,Yes,1 pint package,N/A,1.25,2,23,1.72
05/13/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,2,2.89,897,2.76
05/13/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,0.88,2.99,249,1.98
05/13/2022,Midwest,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,2,6.99,268,6.05
05/13/2022,Midwest,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.48,3.99,671,1.45
05/13/2022,Midwest,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,1.99,2.59,24,2.27
05/13/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,Yes,per lb,N/A,1.29,1.29,9,1.29
05/13/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,0.79,2.19,266,2.11
05/13/2022,Midwest,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.99,1.69,117,1.15
05/13/2022,Midwest,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.59,1.99,189,1.79
